ElementCode,System,Table,Element,SystemType,Level,HIV,ProgramArea,Goal,PotentialOverlapHIV
1238,DHA-MIS,DHA,Units cross-matched for other ward,Electronic,Central,Y,?,?,
1239,DHA-MIS,DHA,Units cross-matched for paediatrics,Electronic,Central,Y,?,?,
1240,DHA-MIS,DHA,Units transfused without adverse events,Electronic,Central,Y,?,?,
1241,DHA-MIS,DHA,Units with confirmed transfusion reactions,Electronic,Central,Y,?,?,
1242,DHA-MIS,DHA,Units with suspected transfusion reactions,Electronic,Central,Y,?,?,
1243,DHA-MIS,DHA,Unknown,Electronic,Central,Y,?,?,
1244,DHA-MIS,DHA,Unknown / other,Electronic,Central,Y,?,?,
1245,DHA-MIS,DHA,Unspec. TB within the last 24 months or current,Electronic,Central,Y,TB,4,
1247,DHA-MIS,DHA,Vacuum extraction,Electronic,Central,Y,?,?,
1248,DHA-MIS,DHA,vaginal tabs,Electronic,Central,Y,?,?,
1249,DHA-MIS,DHA,Valid previous test result,Electronic,Central,Y,?,?,
1250,DHA-MIS,DHA,Verified data left behind at site,Electronic,Central,Y,QUAL,8,
1251,DHA-MIS,DHA,vials,Electronic,Central,Y,?,?,
1252,DHA-MIS,DHA,Vincristine,Electronic,Central,Y,DRUG,1,
1253,DHA-MIS,DHA,"Viral load: months on ART, bled, result recorded",Electronic,Central,Y,ART,4,
1254,DHA-MIS,DHA,Vit A given,Electronic,Central,Y,ART,4,
1255,DHA-MIS,DHA,Vit A not given,Electronic,Central,Y,ART,4,
1256,DHA-MIS,DHA,Vitamin A,Electronic,Central,Y,DRUG,1,
1257,DHA-MIS,DHA,VMMC,Electronic,Central,Y,VMMC,5,
1258,DHA-MIS,DHA,VMMC - 1st month,Electronic,Central,Y,VMMC,5,
1259,DHA-MIS,DHA,VMMC - 2nd month,Electronic,Central,Y,VMMC,5,
1260,DHA-MIS,DHA,VMMC - 3rd month,Electronic,Central,Y,VMMC,5,
1261,DHA-MIS,DHA,VMMC Program,Electronic,Central,Y,VMMC,5,
1262,DHA-MIS,DHA,VMMC report check sums,Electronic,Central,Y,VMMC,5,
1263,DHA-MIS,DHA,VMMC report ver2,Electronic,Central,Y,VMMC,5,
1264,DHA-MIS,DHA,VMMC services report,Electronic,Central,Y,VMMC,5,
1268,DHA-MIS,DHA,Weight less 2500g,Electronic,Central,Y,?,?,
1270,DHA-MIS,DHA,WHO stage 1 or 2,Electronic,Central,Y,ART,4,
1271,DHA-MIS,DHA,WHO stage 3,Electronic,Central,Y,ART,4,
1272,DHA-MIS,DHA,WHO stage 4,Electronic,Central,Y,ART,4,
1274,DHA-MIS,DHA,Young adults 15-24 years (Age group C),Electronic,Central,Y,?,?,
1286,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION ANC PMTC,Electronic,District,Y,NUTRITION,3,Y
1287,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OPD,Electronic,District,Y,NUTRITION,3,Y
1288,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OTHER,Electronic,District,Y,NUTRITION,3,Y
1289,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION PRE ART ART,Electronic,District,Y,NUTRITION,3,Y
1290,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION TB,Electronic,District,Y,NUTRITION,3,Y
1342,HMIS,DHIS,ADMISSIONS FROM ALL CAUSES,Electronic,District,Y,OTHER,8,Y
1343,HMIS,DHIS,ADOLESCENT 12 18 YEARS ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1344,HMIS,DHIS,ADOLESCENT 12 18 YEARS DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1345,HMIS,DHIS,ADOLESCENT 12 18 YEARS DIED H,Electronic,District,Y,NUTRITION,3,Y
1346,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1347,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE DEFAULT LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1348,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE DIED H,Electronic,District,Y,NUTRITION,3,Y
1349,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1350,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1351,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1352,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1353,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1354,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY,Electronic,District,Y,NUTRITION,3,Y
1355,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y
1356,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TRANSFERRED OUT J,Electronic,District,Y,NUTRITION,3,Y
1357,HMIS,DHIS,ADOLESCENT 12 18 YEARS NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1358,HMIS,DHIS,ADOLESCENT 12 18 YEARS RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1359,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1360,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1361,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y
1362,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y
1363,HMIS,DHIS,ADOLESCENT 12 18 YEARS TRANSFERRED OUT J,Electronic,District,Y,NUTRITION,3,Y
1364,HMIS,DHIS,ADULTS 19 YEARS OR OLDER ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1365,HMIS,DHIS,ADULTS 19 YEARS OR OLDER DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1366,HMIS,DHIS,ADULTS 19 YEARS OR OLDER DIED H,Electronic,District,Y,NUTRITION,3,Y
1367,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1368,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE DEFAULT LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1369,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE DIED H,Electronic,District,Y,NUTRITION,3,Y
1370,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1371,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1372,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1373,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1374,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y
1375,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y
1376,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y
1377,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TRANSFERRED OUT,Electronic,District,Y,NUTRITION,3,Y
1378,HMIS,DHIS,ADULTS 19 YEARS OR OLDER NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1379,HMIS,DHIS,ADULTS 19 YEARS OR OLDER RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1380,HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1381,HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1382,HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y
1383,HMIS,DHIS,ADULTS 19 YEARS OR OLDER TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y
1384,HMIS,DHIS,ADULTS 19 YEARS OR OLDER TRANSFERRED OUT J,Electronic,District,Y,NUTRITION,3,Y
1404,HMIS,DHIS,ANC ART STATUS 1ST VISIT NOT ON ART,Electronic,District,Y,PMTCT,6,Y
1405,HMIS,DHIS,ANC ART STATUS 1ST VISIT ON ART BEFORE ANC,Electronic,District,Y,PMTCT,46,Y
1406,HMIS,DHIS,ANC ART STATUS 1ST VISIT START ART 0 27 WKS,Electronic,District,Y,PMTCT,46,Y
1407,HMIS,DHIS,ANC ART STATUS 1ST VISIT START ART 28+ WKS,Electronic,District,Y,PMTCT,46,Y
1408,HMIS,DHIS,ANC HIV STATUS 1ST VISIT NEW +VE,Electronic,District,Y,PMTCT,46,Y
1409,HMIS,DHIS,ANC HIV STATUS 1ST VISIT NEW VE,Electronic,District,Y,PMTCT,46,Y
1410,HMIS,DHIS,ANC HIV STATUS 1ST VISIT NOT DONE,Electronic,District,Y,PMTCT,46,Y
1411,HMIS,DHIS,ANC HIV STATUS 1ST VISIT PREV +VE,Electronic,District,Y,PMTCT,46,Y
1412,HMIS,DHIS,ANC HIV STATUS 1ST VISIT PREV VE,Electronic,District,Y,PMTCT,46,Y
1413,HMIS,DHIS,ANC HIV TEST RESULT NEW +VE,Electronic,District,Y,PMTCT,46,Y
1414,HMIS,DHIS,ANC HIV TEST RESULT NEW VE,Electronic,District,Y,PMTCT,46,Y
1415,HMIS,DHIS,ANC HIV TEST RESULT NOT DONE,Electronic,District,Y,PMTCT,46,Y
1416,HMIS,DHIS,ANC HIV TEST RESULT PREV +VE,Electronic,District,Y,PMTCT,46,Y
1417,HMIS,DHIS,ANC HIV TEST RESULT PREV VE,Electronic,District,Y,PMTCT,46,Y
1418,HMIS,DHIS,ANC NEW WOMEN REGISTERED,Electronic,District,Y,PMTCT,6,Y
1419,HMIS,DHIS,ANC NOT ON ART,Electronic,District,Y,PMTCT,6,Y
1420,HMIS,DHIS,ANC ON ART BEFORE ANC,Electronic,District,Y,PMTCT,46,Y
1421,HMIS,DHIS,ANC PRE ECLAMSIA YES,Electronic,District,Y,PMTCT,6,Y
1422,HMIS,DHIS,ANC RECEIVED 2+ TTV DOSES,Electronic,District,Y,PMTCT,46,Y
1423,HMIS,DHIS,ANC RECEIVED FEFO 120+ TABS,Electronic,District,Y,PMTCT,6,Y
1424,HMIS,DHIS,ANC RECIEVED 0 SP DOSES,Electronic,District,Y,PMTCT,6,Y
1425,HMIS,DHIS,ANC RECIEVED 1X3 SP TABS,Electronic,District,Y,PMTCT,6,Y
1426,HMIS,DHIS,ANC RECIEVED 2X3 SP TABS,Electronic,District,Y,PMTCT,6,Y
1427,HMIS,DHIS,ANC RECIEVED ALBENDAZOLE 1 DOSE,Electronic,District,Y,PMTCT,6,Y
1428,HMIS,DHIS,ANC RECIEVED ITN,Electronic,District,Y,PMTCT,46,Y
1429,HMIS,DHIS,ANC RECIEVED NVP,Electronic,District,Y,PMTCT,46,Y
1430,HMIS,DHIS,ANC STARTED 1 VISITS IN WK 0 12,Electronic,District,Y,PMTCT,6,Y
1431,HMIS,DHIS,ANC SYPHILIS STATUS +VE,Electronic,District,Y,PMTCT,56,Y
1432,HMIS,DHIS,ANC SYPHILIS STATUS UNKNOWN,Electronic,District,Y,PMTCT,56,Y
1433,HMIS,DHIS,ANC SYPHILIS STATUS VE,Electronic,District,Y,PMTCT,56,Y
1434,HMIS,DHIS,ANC TOT STARTED ART 28+ WKS,Electronic,District,Y,PMTCT,46,Y
1435,HMIS,DHIS,ANC TOTAL WITH 1 VISIT,Electronic,District,Y,PMTCT,6,Y
1436,HMIS,DHIS,ANC TOTAL WITH 2 VISITS,Electronic,District,Y,PMTCT,6,Y
1437,HMIS,DHIS,ANC TOTAL WITH 3 VISITS,Electronic,District,Y,PMTCT,6,Y
1438,HMIS,DHIS,ANC TOTAL WITH 4 VISITS,Electronic,District,Y,PMTCT,6,Y
1439,HMIS,DHIS,ANC TOTAL WITH 5+ VISITS,Electronic,District,Y,PMTCT,6,Y
1440,HMIS,DHIS,ANC TOTSTARTED ART AT 0 27 WKS,Electronic,District,Y,PMTCT,6,Y
1441,HMIS,DHIS,ANC WOMEN ON CPT,Electronic,District,Y,PMTCT,6,Y
1442,HMIS,DHIS,ART ADHERENCE 0 – 6 DOSES MISSED,Electronic,District,Y,ART,4,Y
1443,HMIS,DHIS,ART ADHERENCE 7+ DOSES MISSED,Electronic,District,Y,ART,4,Y
1444,HMIS,DHIS,ART ADHERENCE UNKNOWN,Electronic,District,Y,ART,4,Y
1445,HMIS,DHIS,ART ADULTS 15 YEARS OR OLDER AT ART INITIATION,Electronic,District,Y,ART,4,Y
1446,HMIS,DHIS,ART ADULTS 15 YEARS OR OLDER AT ENROLMENT,Electronic,District,Y,ART,4,Y
1447,HMIS,DHIS,ART ANC,Electronic,District,Y,ART,4,?
1448,HMIS,DHIS,ART ARV SUPPLY HUB SITE,Electronic,District,Y,ART,14,Y
1449,HMIS,DHIS,ART BLOOD COLLECTION,Electronic,District,Y,ART,4,Y
1450,HMIS,DHIS,ART BREASTFEEDING MOTHERS,Electronic,District,Y,ART,46,Y
1451,HMIS,DHIS,ART CD4 BELOW THRESHOLD,Electronic,District,Y,ART,4,Y
1452,HMIS,DHIS,ART CD4 COUNT  ON SITE,Electronic,District,Y,ART,4,Y
1453,HMIS,DHIS,ART CHILDREN 12 23 MONTHS,Electronic,District,Y,ART,4,Y
1454,HMIS,DHIS,ART CHILDREN 2 BELOW 24 MONTHS AT ENROLM,Electronic,District,Y,ART,4,Y
1455,HMIS,DHIS,ART CHILDREN 24 M 14 YRS AT ART INITIATION,Electronic,District,Y,ART,4,Y
1456,HMIS,DHIS,ART CHILDREN 24 MONTHS 14 YRS AT ENROLM,Electronic,District,Y,ART,4,Y
1457,HMIS,DHIS,ART CHILDREN BELOW 24 M AT ART INITIATION,Electronic,District,Y,ART,4,Y
1458,HMIS,DHIS,ART COHORT 108 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1459,HMIS,DHIS,ART COHORT 12 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1460,HMIS,DHIS,ART COHORT 12 MONTH SURVIVAL CHILDREN,Electronic,District,Y,ART,4,Y
1461,HMIS,DHIS,ART COHORT 12 MONTH SURVIVAL OPTIONB+,Electronic,District,Y,ART,4,Y
1462,HMIS,DHIS,ART COHORT 120 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1463,HMIS,DHIS,ART COHORT 24 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1464,HMIS,DHIS,ART COHORT 24 MONTH SURVIVAL OPTIONB+,Electronic,District,Y,ART,4,Y
1465,HMIS,DHIS,ART COHORT 36 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1466,HMIS,DHIS,ART COHORT 48 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1467,HMIS,DHIS,ART COHORT 6 MONTH SURVIVAL OPTIONB+,Electronic,District,Y,ART,4,Y
1468,HMIS,DHIS,ART COHORT 60 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1469,HMIS,DHIS,ART COHORT 72 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1470,HMIS,DHIS,ART COHORT 84 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1471,HMIS,DHIS,ART COHORT 96 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y
1472,HMIS,DHIS,ART CONFIRMED INFECTED PATIENTS,Electronic,District,Y,ART,4,Y
1473,HMIS,DHIS,ART CURRENT EPISODE OF TB,Electronic,District,Y,ART,34,Y
1474,HMIS,DHIS,ART DEFAULTED,Electronic,District,Y,ART,4,Y
1475,HMIS,DHIS,ART DEFAULTED  PRE ART,Electronic,District,Y,ART,4,Y
1476,HMIS,DHIS,ART DIED  PRE ART,Electronic,District,Y,ART,4,Y
1477,HMIS,DHIS,ART DIED AFTER THE END OF THE 3RD MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y
1478,HMIS,DHIS,ART DIED TOTAL,Electronic,District,Y,ART,4,Y
1479,HMIS,DHIS,ART DIED WITHIN THE 1ST MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y
1480,HMIS,DHIS,ART DIED WITHIN THE 2ND MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y
1481,HMIS,DHIS,ART DIED WITHIN THE 3RD MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y
1482,HMIS,DHIS,ART END TIME,Electronic,District,Y,ART,4,Y
1483,HMIS,DHIS,ART EXPOSED INFANTS,Electronic,District,Y,ART,4,Y
1484,HMIS,DHIS,ART FIRST ART PATIENT REG,Electronic,District,Y,ART,4,Y
1485,HMIS,DHIS,ART FP,Electronic,District,Y,ART,34,Y
1486,HMIS,DHIS,ART HCC MALES  ALL AGES,Electronic,District,Y,ART,4,Y
1487,HMIS,DHIS,ART HCC NON PREGNANT FEMALES,Electronic,District,Y,ART,4,Y
1488,HMIS,DHIS,ART HCC PREGNANT FEMALES,Electronic,District,Y,ART,46,Y
1489,HMIS,DHIS,ART HCC TOTAL REGISTERED,Electronic,District,Y,ART,4,Y
1490,HMIS,DHIS,ART HIV EXP CHILD FUP,Electronic,District,Y,ART,4,Y
1491,HMIS,DHIS,ART INFANTS <12 MTHS PCR+,Electronic,District,Y,ART,46,Y
1492,HMIS,DHIS,ART INFANTS BELOW 2 MONTHS AT ENROLMENT,Electronic,District,Y,ART,46,Y
1493,HMIS,DHIS,ART KS KAPOSI’S SARCOMA,Electronic,District,Y,ART,4,Y
1494,HMIS,DHIS,ART MALES,Electronic,District,Y,ART,4,Y
1495,HMIS,DHIS,ART MATERNITY,Electronic,District,Y,ART,46,Y
1496,HMIS,DHIS,ART NEVER TB OR TB OVER 2 YEARS AGO,Electronic,District,Y,ART,4,Y
1497,HMIS,DHIS,ART NEW ACTION POINTS FOR CLINIC TEAM,Electronic,District,Y,ART,4,Y
1498,HMIS,DHIS,ART NEW ACTION POINTS FOR SUPERVISION TEAM,Electronic,District,Y,ART,4,Y
1499,HMIS,DHIS,ART NON PREGNANT FEMALES,Electronic,District,Y,ART,4,Y
1500,HMIS,DHIS,ART PATIENTS ALIVE ON ART CURRENTLY ON CPT,Electronic,District,Y,ART,4,Y
1501,HMIS,DHIS,ART PATIENTS ENROLLED FIRST TIME,Electronic,District,Y,ART,4,Y
1502,HMIS,DHIS,ART PATIENTS INITIATED ON ART FIRST TIME,Electronic,District,Y,ART,4,Y
1503,HMIS,DHIS,ART PATIENTS RE ENROLLED,Electronic,District,Y,ART,4,Y
1504,HMIS,DHIS,ART PATIENTS RE INITIATED ON ART,Electronic,District,Y,ART,4,Y
1505,HMIS,DHIS,ART PATIENTS RETAINED IN PRE ART CURRENTLY ON CPT,Electronic,District,Y,ART,4,Y
1506,HMIS,DHIS,ART PATIENTS RETAINED IN PRE ART CURRENTLY ON IPT,Electronic,District,Y,ART,4,Y
1507,HMIS,DHIS,ART PATIENTS TRANSFERRED IN,Electronic,District,Y,ART,4,Y
1508,HMIS,DHIS,ART PATIENTS TRANSFERRED IN ON ART,Electronic,District,Y,ART,4,Y
1509,HMIS,DHIS,ART PREGNANT FEMALES,Electronic,District,Y,ART,46,Y
1510,HMIS,DHIS,ART PREGNANT WOMEN,Electronic,District,Y,ART,46,Y
1511,HMIS,DHIS,ART PRES SEV HIV DISEASE AGE <12 M,Electronic,District,Y,ART,4,Y
1512,HMIS,DHIS,ART REGIMENS OTHER  PAED ADULT,Electronic,District,Y,ART,4,Y
1513,HMIS,DHIS,ART REGIMENS REGIMEN 1A,Electronic,District,Y,ART,14,Y
1514,HMIS,DHIS,ART REGIMENS REGIMEN 1P,Electronic,District,Y,ART,14,Y
1515,HMIS,DHIS,ART REGIMENS REGIMEN 2A,Electronic,District,Y,ART,14,Y
1516,HMIS,DHIS,ART REGIMENS REGIMEN 2P,Electronic,District,Y,ART,14,Y
1517,HMIS,DHIS,ART REGIMENS REGIMEN 3A,Electronic,District,Y,ART,14,Y
1518,HMIS,DHIS,ART REGIMENS REGIMEN 3P,Electronic,District,Y,ART,14,Y
1519,HMIS,DHIS,ART REGIMENS REGIMEN 4A,Electronic,District,Y,ART,14,Y
1520,HMIS,DHIS,ART REGIMENS REGIMEN 4P,Electronic,District,Y,ART,14,Y
1521,HMIS,DHIS,ART REGIMENS REGIMEN 5A,Electronic,District,Y,ART,14,Y
1522,HMIS,DHIS,ART REGIMENS REGIMEN 6A,Electronic,District,Y,ART,14,Y
1523,HMIS,DHIS,ART REGIMENS REGIMEN 7A,Electronic,District,Y,ART,14,Y
1524,HMIS,DHIS,ART REGIMENS REGIMEN 8A,Electronic,District,Y,ART,14,Y
1525,HMIS,DHIS,ART REGIMENS REGIMEN 9P,Electronic,District,Y,ART,14,Y
1526,HMIS,DHIS,ART SIDE EFFECTS ANY SIDE EFFECTS,Electronic,District,Y,ART,4,Y
1527,HMIS,DHIS,ART SIDE EFFECTS NONE,Electronic,District,Y,ART,4,Y
1528,HMIS,DHIS,ART SIDE EFFECTS UNKNOWN,Electronic,District,Y,ART,4,Y
1529,HMIS,DHIS,ART START TIME,Electronic,District,Y,ART,4,Y
1530,HMIS,DHIS,ART STARTED ART,Electronic,District,Y,ART,4,Y
1531,HMIS,DHIS,ART STI TREAT,Electronic,District,Y,ART,34,Y
1532,HMIS,DHIS,ART STOPPED TAKING ARVS,Electronic,District,Y,ART,4,Y
1533,HMIS,DHIS,ART TB REG INITIATION,Electronic,District,Y,ART,34,Y
1534,HMIS,DHIS,ART TB STATUS CONF NOT ON RX,Electronic,District,Y,ART,34,Y
1535,HMIS,DHIS,ART TB STATUS CONF ON TB RX,Electronic,District,Y,ART,34,Y
1536,HMIS,DHIS,ART TB STATUS NOT SUSPECTED,Electronic,District,Y,ART,34,Y
1537,HMIS,DHIS,ART TB STATUS SUSPECTED,Electronic,District,Y,ART,34,Y
1538,HMIS,DHIS,ART TB STATUS UNKNOWN,Electronic,District,Y,ART,34,Y
1539,HMIS,DHIS,ART TB WITHIN THE LAST 2 YEARS,Electronic,District,Y,ART,34,Y
1540,HMIS,DHIS,ART TLC <1200 MM3,Electronic,District,Y,ART,4,Y
1541,HMIS,DHIS,ART TOTAL ALIVE AND ON ART,Electronic,District,Y,ART,4,Y
1542,HMIS,DHIS,ART TOTAL PERSONS GIVEN PEP IN LAST QUARTER,Electronic,District,Y,ART,4,Y
1543,HMIS,DHIS,ART TOTAL REGISTERED,Electronic,District,Y,ART,4,Y
1544,HMIS,DHIS,ART TOTAL RETAINED ALIVE IN PRE ART FOLLOW UP,Electronic,District,Y,ART,4,Y
1545,HMIS,DHIS,ART TRANSFERRED OUT,Electronic,District,Y,ART,4,Y
1546,HMIS,DHIS,ART TRANSFERRED OUT  PRE ART,Electronic,District,Y,ART,4,Y
1547,HMIS,DHIS,ART TRANSFUSION,Electronic,District,Y,ART,4,Y
1548,HMIS,DHIS,ART UNKNOWN REASON OUTSIDE GUIDELINES,Electronic,District,Y,ART,4,Y
1549,HMIS,DHIS,ART VISIT DATE,Electronic,District,Y,ART,4,Y
1550,HMIS,DHIS,ART WHO STAGE 3,Electronic,District,Y,ART,4,Y
1551,HMIS,DHIS,ART WHO STAGE 4,Electronic,District,Y,ART,4,Y
1552,HMIS,DHIS,ART WOMEN RECEIVED DEPO AT ART IN THE LAST QUARTER,Electronic,District,Y,ART,4,Y
1553,HMIS,DHIS,ART WOMEN RECEIVED DEPO AT PRE ART IN THE LAST QUARTER,Electronic,District,Y,ART,4,Y
1557,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION ANC PMTC,Electronic,District,Y,NUTRITION,3,Y
1558,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION OPD,Electronic,District,Y,NUTRITION,3,Y
1559,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION OTHER,Electronic,District,Y,NUTRITION,3,Y
1560,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION PRE ART ART,Electronic,District,Y,NUTRITION,3,Y
1561,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION TB,Electronic,District,Y,NUTRITION,3,Y
1581,HMIS,DHIS,CBD CLIENT AGE 19 25,Electronic,District,Y,ART,4,N
1582,HMIS,DHIS,CBD CLIENT AGE 26 35,Electronic,District,Y,ART,4,N
1583,HMIS,DHIS,CBD CLIENT AGE 36 49,Electronic,District,Y,ART,4,N
1584,HMIS,DHIS,CBD CLIENT AGE<18,Electronic,District,Y,ART,4,N
1585,HMIS,DHIS,CBD CLIENTS CHANGING METHODS,Electronic,District,Y,ART,4,N
1586,HMIS,DHIS,CBD CONTINUING CLIENTS,Electronic,District,Y,ART,4,N
1587,HMIS,DHIS,CBD DEPO,Electronic,District,Y,ART,4,N
1588,HMIS,DHIS,CBD HEALTH EDUCATION MESSAGES F,Electronic,District,Y,ART,4,N
1589,HMIS,DHIS,CBD HEALTH EDUCATION MESSAGES M,Electronic,District,Y,ART,4,N
1590,HMIS,DHIS,CBD IMPLANTS,Electronic,District,Y,ART,4,N
1591,HMIS,DHIS,CBD IMPLANTS IMPLANON,Electronic,District,Y,ART,4,N
1592,HMIS,DHIS,CBD IMPLANTS JADELLE,Electronic,District,Y,ART,4,N
1593,HMIS,DHIS,CBD LOOP,Electronic,District,Y,ART,4,N
1594,HMIS,DHIS,CBD LOSSES ADJUSTMENT +VE,Electronic,District,Y,ART,4,N
1595,HMIS,DHIS,CBD LOSSES ADJUSTMENT VE,Electronic,District,Y,ART,4,N
1596,HMIS,DHIS,CBD NEW CLIENTS,Electronic,District,Y,ART,4,N
1597,HMIS,DHIS,CBD NEW QUANTITY ON HAND,Electronic,District,Y,ART,4,N
1598,HMIS,DHIS,CBD PHYSICAL EXAMINATIONS,Electronic,District,Y,ART,4,N
1599,HMIS,DHIS,CBD QUANTITY DISPENSED,Electronic,District,Y,ART,4,N
1600,HMIS,DHIS,CBD QUANTITY ISSUED,Electronic,District,Y,ART,4,N
