ElementCode,System,Table,Element,SystemType,Level,HIV,ProgramArea,Goal,PotentialOverlapHIV
1099,DHA-MIS,DHA,Supervision Team Performance Feedback,Electronic,Central,Y,?,8,
1100,DHA-MIS,DHA,Supply,Electronic,Central,Y,SYSATTR,none,
1101,DHA-MIS,DHA,Supply item groups,Electronic,Central,Y,SYSATTR,none,
1102,DHA-MIS,DHA,Supply item transactions,Electronic,Central,Y,SYSATTR,none,
1103,DHA-MIS,DHA,Supply items,Electronic,Central,Y,SYSATTR,none,
1104,DHA-MIS,DHA,Supporting Partner Organization,Electronic,Central,Y,OTHER,none,
1105,DHA-MIS,DHA,Surgical review,Electronic,Central,Y,?,?,
1106,DHA-MIS,DHA,Survival analysis,Electronic,Central,Y,ART,4,
1107,DHA-MIS,DHA,Survival analysis all ages reggroups,Electronic,Central,Y,ART,4,
1108,DHA-MIS,DHA,Survival analysis children reggroups,Electronic,Central,Y,ART,4,
1109,DHA-MIS,DHA,Survival analysis Option B+ reggroups,Electronic,Central,Y,ART,4,
1110,DHA-MIS,DHA,Survival and retention in ART program,Electronic,Central,Y,ART,4,
1111,DHA-MIS,DHA,Symptomatic cases,Electronic,Central,Y,TB,4,
1112,DHA-MIS,DHA,Syphilis Negative,Electronic,Central,Y,ART,4,
1113,DHA-MIS,DHA,Syphilis Positive,Electronic,Central,Y,ART,4,
1114,DHA-MIS,DHA,Syphilis RPR VDRL,Electronic,Central,Y,ART,4,
1115,DHA-MIS,DHA,Syphilis screening,Electronic,Central,Y,ART,4,
1116,DHA-MIS,DHA,Syphilis test reagent stock-out,Electronic,Central,Y,ART,4,
1117,DHA-MIS,DHA,Syphilis testing not done,Electronic,Central,Y,ART,4,
1118,DHA-MIS,DHA,Syringe with needle,Electronic,Central,Y,?,?,
1119,DHA-MIS,DHA,tabs,Electronic,Central,Y,SYSATTR,none,
1120,DHA-MIS,DHA,TB / ART program triangulation,Electronic,Central,Y,?,?,
1121,DHA-MIS,DHA,TB clinic registrations,Electronic,Central,Y,TB,4,
1122,DHA-MIS,DHA,TB cohort report (data export),Electronic,Central,Y,TB,4,
1123,DHA-MIS,DHA,TB confirmed,Electronic,Central,Y,TB,4,
1124,DHA-MIS,DHA,TB drugs,Electronic,Central,Y,TB,4,
1125,DHA-MIS,DHA,TB program report,Electronic,Central,Y,TB,4,
1126,DHA-MIS,DHA,TB recent or current,Electronic,Central,Y,TB,4,
1127,DHA-MIS,DHA,TB/HIV program,Electronic,Central,Y,TB,4,
1128,DHA-MIS,DHA,TB_BMU,Electronic,Central,Y,TB,4,
1129,DHA-MIS,DHA,TB_periph,Electronic,Central,Y,TB,4,
1130,DHA-MIS,DHA,TDF,Electronic,Central,Y,DRUG,1,
1131,DHA-MIS,DHA,TDF / 3TC,Electronic,Central,Y,DRUG,1,
1132,DHA-MIS,DHA,TDF / 3TC / EFV,Electronic,Central,Y,DRUG,1,
1133,DHA-MIS,DHA,Teachers,Electronic,Central,Y,OTHER,none,
1134,DHA-MIS,DHA,Technical Assistant,Electronic,Central,Y,OTHER,none,
1135,DHA-MIS,DHA,Test 1&2 discordant,Electronic,Central,Y,HTC,2,
1136,DHA-MIS,DHA,Test 1&2 negative,Electronic,Central,Y,HTC,2,
1137,DHA-MIS,DHA,Test 1&2 positive,Electronic,Central,Y,HTC,2,
1138,DHA-MIS,DHA,Test kit 1 use at stand-alone - quarter,Electronic,Central,Y,HTC,2,
1139,DHA-MIS,DHA,Test kit 2 use at stand-alone - quarter,Electronic,Central,Y,HTC,2,
1140,DHA-MIS,DHA,Test kits kept in pharmacy,Electronic,Central,Y,QUAL,2,
1141,DHA-MIS,DHA,Test kits reserved for ANC/Mat,Electronic,Central,Y,HTC,2,
1142,DHA-MIS,DHA,Tested for Hepatitis B,Electronic,Central,Y,ART,4,
1143,DHA-MIS,DHA,Tested for Hepatitis C,Electronic,Central,Y,ART,4,
1144,DHA-MIS,DHA,Tested for HIV,Electronic,Central,Y,ART,4,
1145,DHA-MIS,DHA,Tested for malaria,Electronic,Central,Y,ART,4,
1146,DHA-MIS,DHA,Tested for Syphilis,Electronic,Central,Y,ART,4,
1147,DHA-MIS,DHA,tests,Electronic,Central,Y,SYSATTR,none,
1148,DHA-MIS,DHA,Tetracycline eye ointment given,Electronic,Central,Y,?,?,
1149,DHA-MIS,DHA,Text box,Electronic,Central,Y,SYSATTR,none,
1150,DHA-MIS,DHA,Thermal printer paper roll,Electronic,Central,Y,?,?,
1151,DHA-MIS,DHA,This facility,Electronic,Central,Y,?,?,
1152,DHA-MIS,DHA,"Thorough: proper stock count, enough time",Electronic,Central,Y,QUAL,1,
1153,DHA-MIS,DHA,Thyolo,Electronic,Central,Y,SYSATTR,none,
1154,DHA-MIS,DHA,tins,Electronic,Central,Y,SYSATTR,none,
1155,DHA-MIS,DHA,TO given,Electronic,Central,Y,?,?,
1156,DHA-MIS,DHA,TO not given,Electronic,Central,Y,?,?,
1157,DHA-MIS,DHA,topical solution,Electronic,Central,Y,?,?,
1158,DHA-MIS,DHA,Total admissions (referrals double-counted),Electronic,Central,Y,?,4,
1159,DHA-MIS,DHA,Total alive on ART,Electronic,Central,Y,ART,4,
1160,DHA-MIS,DHA,Total alive on ART (incl. patients in transfer),Electronic,Central,Y,ART,4,
1161,DHA-MIS,DHA,Total ANC visits by women in the cohort,Electronic,Central,Y,PMTCT,6,
1162,DHA-MIS,DHA,Total ANC women assessed for ART eligibility,Electronic,Central,Y,PMTCT,6,
1163,DHA-MIS,DHA,Total ANC women HIV negative,Electronic,Central,Y,PMTCT,6,
1164,DHA-MIS,DHA,Total ANC women HIV positive,Electronic,Central,Y,PMTCT,6,
1165,DHA-MIS,DHA,Total ANC women in the cohort,Electronic,Central,Y,PMTCT,6,
1166,DHA-MIS,DHA,Total ANC women newly tested for HIV,Electronic,Central,Y,PMTCT,6,
1167,DHA-MIS,DHA,Total ANC women on ART,Electronic,Central,Y,PMTCT,6,
1168,DHA-MIS,DHA,Total ANC women receiving ARVs,Electronic,Central,Y,PMTCT,6,
1169,DHA-MIS,DHA,Total ANC women tested for syphilis,Electronic,Central,Y,PMTCT,6,
1170,DHA-MIS,DHA,Total ANC women with ascertained HIV status,Electronic,Central,Y,PMTCT,6,
1171,DHA-MIS,DHA,Total ANC women with valid prev HIV test,Electronic,Central,Y,PMTCT,6,
1172,DHA-MIS,DHA,Total ART clinic registrations,Electronic,Central,Y,ART,4,
1173,DHA-MIS,DHA,Total ART patients on CPT,Electronic,Central,Y,ART,4,
1174,DHA-MIS,DHA,Total ART women on Depo-Provera,Electronic,Central,Y,ART,4,
1175,DHA-MIS,DHA,Total blood group typing done,Electronic,Central,Y,?,?,
1176,DHA-MIS,DHA,Total blood units cross-matched,Electronic,Central,Y,?,?,
1177,DHA-MIS,DHA,Total children registered for ART,Electronic,Central,Y,ART,4,
1178,DHA-MIS,DHA,Total clients presenting with referral slip,Electronic,Central,Y,ART,4,
1179,DHA-MIS,DHA,Total clients tested in last month,Electronic,Central,Y,ART,4,
1180,DHA-MIS,DHA,"Total died (sum of M1, 2, 3, 4+)",Electronic,Central,Y,ART,4,
1181,DHA-MIS,DHA,Total DNA-PCR specimens collected,Electronic,Central,Y,EID,6,
1182,DHA-MIS,DHA,Total failed referrals (slips not returned),Electronic,Central,Y,?,3,
1183,DHA-MIS,DHA,Total females registered for ART,Electronic,Central,Y,ART,4,
1184,DHA-MIS,DHA,Total HCC registrations,Electronic,Central,Y,ART,4,
1185,DHA-MIS,DHA,Total HTC clients served,Electronic,Central,Y,HTC,2,
1186,DHA-MIS,DHA,Total live births,Electronic,Central,Y,ART,4,
1187,DHA-MIS,DHA,Total lymphocytes <threshold,Electronic,Central,Y,ART,4,
1188,DHA-MIS,DHA,Total not retained,Electronic,Central,Y,ART,4,
1189,DHA-MIS,DHA,Total not transferred out,Electronic,Central,Y,ART,4,
1190,DHA-MIS,DHA,Total not transferred out (patients in cohort),Electronic,Central,Y,ART,4,
1191,DHA-MIS,DHA,Total on ART (coverage),Electronic,Central,Y,ART,4,
1192,DHA-MIS,DHA,Total on first line ART,Electronic,Central,Y,ART,4,
1193,DHA-MIS,DHA,Total on first line ART adult formul,Electronic,Central,Y,ART,4,
1194,DHA-MIS,DHA,Total on first line ART paed formul,Electronic,Central,Y,ART,4,
1195,DHA-MIS,DHA,Total on second line ART,Electronic,Central,Y,ART,4,
1196,DHA-MIS,DHA,Total on second line ART adult formul,Electronic,Central,Y,ART,4,
1197,DHA-MIS,DHA,Total on second line ART paed formul,Electronic,Central,Y,ART,4,
1198,DHA-MIS,DHA,Total opening days/week,Electronic,Central,Y,OTHER,none,
1199,DHA-MIS,DHA,Total partner notification slips issued,Electronic,Central,Y,?,?,
1200,DHA-MIS,DHA,Total partners not seen,Electronic,Central,Y,?,?,
1201,DHA-MIS,DHA,Total partners returned,Electronic,Central,Y,?,?,
1202,DHA-MIS,DHA,Total patients in HIV care on CPT,Electronic,Central,Y,ART,4,
1203,DHA-MIS,DHA,Total pre-ART patients on CPT,Electronic,Central,Y,ART,4,
1204,DHA-MIS,DHA,Total pre-ART patients on IPT,Electronic,Central,Y,ART,4,
1205,DHA-MIS,DHA,Total pre-ART women on Depo-Provera,Electronic,Central,Y,PMTCT,6,
1206,DHA-MIS,DHA,Total QC tests documented last month,Electronic,Central,Y,QUAL,4,
1207,DHA-MIS,DHA,Total results given to guardian,Electronic,Central,Y,?,?,
1208,DHA-MIS,DHA,Total results not (yet) given to guardian,Electronic,Central,Y,?,?,
1209,DHA-MIS,DHA,Total retained in pre-ART,Electronic,Central,Y,ART,4,
1210,DHA-MIS,DHA,Total session obs forms filled last quarter (seen),Electronic,Central,Y,?,?,
1211,DHA-MIS,DHA,Total starting ART in WHO stage 1/2,Electronic,Central,Y,ART,4,
1212,DHA-MIS,DHA,Total starting ART with confirmed HIV infection,Electronic,Central,Y,ART,4,
1213,DHA-MIS,DHA,Total starting ART with TB,Electronic,Central,Y,ART,4,
1214,DHA-MIS,DHA,Total STI clients,Electronic,Central,Y,ART,4,
1215,DHA-MIS,DHA,Total STI clients treated,Electronic,Central,Y,ART,4,
1216,DHA-MIS,DHA,Total testing units/locations,Electronic,Central,Y,?,?,
1217,DHA-MIS,DHA,Total units cross-matched (sum),Electronic,Central,Y,?,?,
1218,DHA-MIS,DHA,Total units from MBTS (estimated),Electronic,Central,Y,?,?,
1219,DHA-MIS,DHA,Total units from replacement donors,Electronic,Central,Y,?,?,
1220,DHA-MIS,DHA,Total women completing ANC in the reporting period,Electronic,Central,Y,PMTCT,6,
1221,DHA-MIS,DHA,Total women HIV negative,Electronic,Central,Y,HTC,2,
1222,DHA-MIS,DHA,Total women HIV positive,Electronic,Central,Y,HTC,2,
1223,DHA-MIS,DHA,Total women in HIV care on Depo-Provera,Electronic,Central,Y,PMTCT,6,
1224,DHA-MIS,DHA,Transferred out,Electronic,Central,Y,ART,4,
1225,DHA-MIS,DHA,Transfers between sites,Electronic,Central,Y,ART,4,
1226,DHA-MIS,DHA,Transfers out (double counted),Electronic,Central,Y,ART,4,
1227,DHA-MIS,DHA,Transfusion reactions,Electronic,Central,Y,BS,none,
1228,DHA-MIS,DHA,Twin / multiple babies,Electronic,Central,Y,PMTCT,6,
1229,DHA-MIS,DHA,UD,Electronic,Central,Y,?,?,
1230,DHA-MIS,DHA,Unexpected growth (transfers in),Electronic,Central,Y,ART,4,
1231,DHA-MIS,DHA,Unexpexted growth (new starts),Electronic,Central,Y,ART,4,
1232,DHA-MIS,DHA,Uni-Gold HIV physical stock count,Electronic,Central,Y,OTHER,2,
1233,DHA-MIS,DHA,Uni-Gold HIV stock card available,Electronic,Central,Y,OTHER,2,
1234,DHA-MIS,DHA,Uni-Gold HIV stock card last entry date,Electronic,Central,Y,OTHER,2,
1235,DHA-MIS,DHA,Uni-Gold HIV stock card last position,Electronic,Central,Y,OTHER,2,
1236,DHA-MIS,DHA,Uni-Gold HIV1/2,Electronic,Central,Y,OTHER,2,
1237,DHA-MIS,DHA,Units cross-matched for maternity,Electronic,Central,Y,?,?,
1238,DHA-MIS,DHA,Units cross-matched for other ward,Electronic,Central,Y,?,?,
1239,DHA-MIS,DHA,Units cross-matched for paediatrics,Electronic,Central,Y,?,?,
1240,DHA-MIS,DHA,Units transfused without adverse events,Electronic,Central,Y,?,?,
1241,DHA-MIS,DHA,Units with confirmed transfusion reactions,Electronic,Central,Y,?,?,
1242,DHA-MIS,DHA,Units with suspected transfusion reactions,Electronic,Central,Y,?,?,
1243,DHA-MIS,DHA,Unknown,Electronic,Central,Y,?,?,
1244,DHA-MIS,DHA,Unknown / other,Electronic,Central,Y,?,?,
1245,DHA-MIS,DHA,Unspec. TB within the last 24 months or current,Electronic,Central,Y,TB,4,
1246,DHA-MIS,DHA,Urban,Electronic,Central,Y,SYSATTR,none,
1247,DHA-MIS,DHA,Vacuum extraction,Electronic,Central,Y,?,?,
1248,DHA-MIS,DHA,vaginal tabs,Electronic,Central,Y,?,?,
1249,DHA-MIS,DHA,Valid previous test result,Electronic,Central,Y,?,?,
1250,DHA-MIS,DHA,Verified data left behind at site,Electronic,Central,Y,QUAL,8,
1251,DHA-MIS,DHA,vials,Electronic,Central,Y,?,?,
1252,DHA-MIS,DHA,Vincristine,Electronic,Central,Y,DRUG,1,
1253,DHA-MIS,DHA,"Viral load: months on ART, bled, result recorded",Electronic,Central,Y,ART,4,
1254,DHA-MIS,DHA,Vit A given,Electronic,Central,Y,ART,4,
1255,DHA-MIS,DHA,Vit A not given,Electronic,Central,Y,ART,4,
1256,DHA-MIS,DHA,Vitamin A,Electronic,Central,Y,DRUG,1,
1257,DHA-MIS,DHA,VMMC,Electronic,Central,Y,VMMC,5,
1258,DHA-MIS,DHA,VMMC - 1st month,Electronic,Central,Y,VMMC,5,
1259,DHA-MIS,DHA,VMMC - 2nd month,Electronic,Central,Y,VMMC,5,
1260,DHA-MIS,DHA,VMMC - 3rd month,Electronic,Central,Y,VMMC,5,
1261,DHA-MIS,DHA,VMMC Program,Electronic,Central,Y,VMMC,5,
1262,DHA-MIS,DHA,VMMC report check sums,Electronic,Central,Y,VMMC,5,
1263,DHA-MIS,DHA,VMMC report ver2,Electronic,Central,Y,VMMC,5,
1264,DHA-MIS,DHA,VMMC services report,Electronic,Central,Y,VMMC,5,
1265,DHA-MIS,DHA,"Waiting area clean, adequate seating",Electronic,Central,Y,QUAL,none,
1266,DHA-MIS,DHA,Wall chart job aids (set),Electronic,Central,Y,QUAL,none,
1267,DHA-MIS,DHA,Ward,Electronic,Central,Y,SYSATTR,none,
1268,DHA-MIS,DHA,Weight less 2500g,Electronic,Central,Y,?,?,
1269,DHA-MIS,DHA,Well lit,Electronic,Central,Y,QUAL,none,
1270,DHA-MIS,DHA,WHO stage 1 or 2,Electronic,Central,Y,ART,4,
1271,DHA-MIS,DHA,WHO stage 3,Electronic,Central,Y,ART,4,
1272,DHA-MIS,DHA,WHO stage 4,Electronic,Central,Y,ART,4,
1273,DHA-MIS,DHA,YesNoBlank,Electronic,Central,Y,SYSATTR,none,
1274,DHA-MIS,DHA,Young adults 15-24 years (Age group C),Electronic,Central,Y,?,?,
1275,DHA-MIS,DHA,Zomba,Electronic,Central,Y,SYSATTR,none,
1276,DHA-MIS,DHA,Zonal ART Program Supervisor,Electronic,Central,Y,OTHER,none,
1277,DHA-MIS,DHA,Zonal TB Program Supervisor,Electronic,Central,Y,OTHER,none,
1278,DHA-MIS,DHA,Zones,Electronic,Central,Y,SYSATTR,none,
1279,HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY CLINICAL OFFICER,Electronic,District,N,,none,
1280,HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY DOCTOR,Electronic,District,N,,none,
1281,HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY HSA,Electronic,District,N,,none,
1282,HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY MA,Electronic,District,N,,none,
1283,HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY NURSE INT,Electronic,District,N,,none,
1284,HMIS,DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY REGNURSE,Electronic,District,N,,none,
1285,HMIS,DHIS,3 MONTHS REVIEW HIV,Electronic,District,Y,?,none,
1286,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION ANC PMTC,Electronic,District,Y,NUTRITION,3,Y
1287,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OPD,Electronic,District,Y,NUTRITION,3,Y
1288,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OTHER,Electronic,District,Y,NUTRITION,3,Y
1289,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION PRE ART ART,Electronic,District,Y,NUTRITION,3,Y
1290,HMIS,DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION TB,Electronic,District,Y,NUTRITION,3,Y
1291,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,N,,none,
1292,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS FEMALES,Electronic,District,N,,none,
1293,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS MALES,Electronic,District,N,,none,
1294,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS,Electronic,District,N,,none,
1295,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS FEMALE,Electronic,District,N,,none,
1296,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS MALES,Electronic,District,N,,none,
1297,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA FEMALES,Electronic,District,N,,none,
1298,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA MALES,Electronic,District,N,,none,
1299,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,N,,none,
1300,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS,Electronic,District,N,,none,
1301,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS FEMALES,Electronic,District,N,,none,
1302,HMIS,DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS MALES,Electronic,District,N,,none,
1303,HMIS,DHIS,ACUTE DIARRHEA DISEASES FLIPCHART,Electronic,District,N,,none,
1304,HMIS,DHIS,ACUTE DIARRHEA DISEASES LEAFLETS,Electronic,District,N,,none,
1305,HMIS,DHIS,ACUTE DIARRHEA DISEASES NONE,Electronic,District,N,,none,
1306,HMIS,DHIS,ACUTE DIARRHEA DISEASES POSTERS,Electronic,District,N,,none,
1307,HMIS,DHIS,ACUTE DIARRHEA DISEASES TV DVDS,Electronic,District,N,,none,
1308,HMIS,DHIS,ACUTE DIARRHOEAL DISEASES DISTRICT HOSPITAL,Electronic,District,N,,none,
1309,HMIS,DHIS,ACUTE DIARRHOEAL DISEASES HEALTH CENTRE,Electronic,District,N,,none,
1310,HMIS,DHIS,ACUTE DIARRHOEAL DISEASES HEALTH POST,Electronic,District,N,,none,
1311,HMIS,DHIS,ACUTE DIARRHOEAL DISEASES OTHER,Electronic,District,N,,none,
1312,HMIS,DHIS,ACUTE DIARRHOEAL DISEASES RURAL COMM HOSP,Electronic,District,N,,none,
1313,HMIS,DHIS,ACUTE DIARRHOEAL DISEASES TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,N,,none,
1314,HMIS,DHIS,ACUTE FLACCID PARALYSIS UNDER 15 YEARS ADMISSION,Electronic,District,N,,none,
1315,HMIS,DHIS,ACUTE FLACCID PARALYSIS UNDER 15 YEARS INPATIENT DEATH,Electronic,District,N,,none,
1316,HMIS,DHIS,ACUTE PSYCHIATRIC DISORDER ADMISSION,Electronic,District,N,,none,
1317,HMIS,DHIS,ACUTE PSYCHIATRIC DISORDER INPATIENT DEATH,Electronic,District,N,,none,
1318,HMIS,DHIS,ACUTE PSYCHIATRIC DISORDER NEW,Electronic,District,N,,none,
1319,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,N,,none,
1320,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS FEMALE,Electronic,District,N,,none,
1321,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS MALES,Electronic,District,N,,none,
1322,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS,Electronic,District,N,,none,
1323,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS FEMALES,Electronic,District,N,,none,
1324,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS MALES,Electronic,District,N,,none,
1325,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,N,,none,
1326,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS FEMALES,Electronic,District,N,,none,
1327,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS MALES,Electronic,District,N,,none,
1328,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS,Electronic,District,N,,none,
1329,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS FEMALES,Electronic,District,N,,none,
1330,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS MALES,Electronic,District,N,,none,
1331,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS DISTRICT HOSPITAL,Electronic,District,N,,none,
1332,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS FLIPCHART,Electronic,District,N,,none,
1333,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS HEALTH CENTRE,Electronic,District,N,,none,
1334,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS HEALTH POST,Electronic,District,N,,none,
1335,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS LEAFLETS,Electronic,District,N,,none,
1336,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS NONE,Electronic,District,N,,none,
1337,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS OTHER,Electronic,District,N,,none,
1338,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS POSTERS,Electronic,District,N,,none,
1339,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS RURAL COMM HOSP,Electronic,District,N,,none,
1340,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS TOTAL # PROVIDED IN THIS QUARTER,Electronic,District,N,,none,
1341,HMIS,DHIS,ACUTE RESPIRATORY INFECTIONS TV DVDS,Electronic,District,N,,none,
1342,HMIS,DHIS,ADMISSIONS FROM ALL CAUSES,Electronic,District,Y,OTHER,8,Y
1343,HMIS,DHIS,ADOLESCENT 12 18 YEARS ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1344,HMIS,DHIS,ADOLESCENT 12 18 YEARS DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1345,HMIS,DHIS,ADOLESCENT 12 18 YEARS DIED H,Electronic,District,Y,NUTRITION,3,Y
1346,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1347,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE DEFAULT LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1348,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE DIED H,Electronic,District,Y,NUTRITION,3,Y
1349,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1350,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1351,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1352,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1353,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1354,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY,Electronic,District,Y,NUTRITION,3,Y
1355,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y
1356,HMIS,DHIS,ADOLESCENT 12 18 YEARS MODERATE TRANSFERRED OUT J,Electronic,District,Y,NUTRITION,3,Y
1357,HMIS,DHIS,ADOLESCENT 12 18 YEARS NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1358,HMIS,DHIS,ADOLESCENT 12 18 YEARS RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1359,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1360,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1361,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y
1362,HMIS,DHIS,ADOLESCENT 12 18 YEARS TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y
1363,HMIS,DHIS,ADOLESCENT 12 18 YEARS TRANSFERRED OUT J,Electronic,District,Y,NUTRITION,3,Y
1364,HMIS,DHIS,ADULTS 19 YEARS OR OLDER ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1365,HMIS,DHIS,ADULTS 19 YEARS OR OLDER DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1366,HMIS,DHIS,ADULTS 19 YEARS OR OLDER DIED H,Electronic,District,Y,NUTRITION,3,Y
1367,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y
1368,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE DEFAULT LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y
1369,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE DIED H,Electronic,District,Y,NUTRITION,3,Y
1370,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,Y,NUTRITION,3,Y
1371,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE RECOVERED  TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y
1372,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
1373,HMIS,DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y
